aac,afghani,aioli,ale,aloo,amritsari,angara,animal,atomic,bacon,bageecha,bbq,beast,bellpepper,bite,bomb,bone,boneless,bread,breast,brocolli,brownie,burger,butter,cafreal,carribean,cheese,cheesy,chicken,chilli,chocolate,classic,coleslaw,combo,cous,cripser,crisper,crispers,crushed,desi,dip,dirty,double,dynamite,fresh,fried,fry,garlic,ghostbuster,ginger,green,grilled,grlld,gud,harisa,harissa,herbed,honey,iced,india,indian,jamaican,jerk,kabuli,ketchup,korean,krispers,lemon,lime,loaded,makhani,malai,malvani,margherita,masala,mayo,mayonnaise,melt,mint,mojito,mozzarella,murgh,mushroom,mustard,mutton,non,og,omelette,onion,ooh,paneer,papad,pc,peach,peanut,pepperoni,peri,pico,pide,pizza,pork,potato,quarter,raw,red,rice,ring,salsa,salted,sauce,saucy,seekh,shikanji,signature,slaw,slider,smashed,smoky,soda,special,spinach,steak,strip,sumac,tangdi,tangdis,tea,tender,tenderloin,tiger,tipsy,tripple,tuk,tuki,veg,vegetable,walnut
0.03132870899019712,0.0008513236138640521,0.010556412811914247,0.003972843531365577,0.00034052944554562086,0.09824274503991162,0.08359997888144992,0.0299098363004237,0.0008513236138640521,0.007207873264048975,0.1164043154690114,0.056300868330209315,0.007775422339958343,0.011691510963732983,0.0008513236138640521,0.0008513236138640521,0.15363553484866593,0.01299687383832453,0.14330614166711544,0.01242932476241516,0.0004540392607274945,0.00028377453795468404,0.031442218805378994,0.004029598438956513,0.001816157042909978,0.0015891374125462307,0.10976399128087179,0.04256618069320261,0.524472101047847,0.06373576122462203,0.0040863533465474505,0.01816157042909978,0.0015891374125462307,0.0016458923201371676,0.00034052944554562086,0.008569991046231459,0.034677248538062394,0.00022701963036374725,0.0007378137986821786,0.009932108828413942,0.0010783432442277995,0.0067538340033214805,0.0005107941683184313,0.0013053628745915466,0.009364559752504574,0.0980724803171388,0.11822047251192137,0.1538625544790297,0.014188726897734202,0.003972843531365577,0.002440461026410283,0.2968281667005995,0.0005675490759093681,0.008115951785503964,0.002326951211228409,0.002099931580864662,0.03751499391760923,0.0006810588910912417,0.0025539708415921567,0.0004540392607274945,0.018956139135372894,0.14217104351529672,0.0015891374125462307,0.026447786937376552,5.675490759093681e-05,0.0018729119505009146,0.0014188726897734203,0.0029512551947287143,0.009364559752504574,0.0060160202046393016,0.054654976010072145,0.008115951785503964,0.00034052944554562086,0.04983080886484252,0.05085239720147938,0.004426882792093071,0.0019296668580918515,0.13467939571329304,0.00017026472277281043,0.0010783432442277995,0.018048060613917907,0.09824274503991162,0.034677248538062394,0.0006810588910912417,0.026220767307012807,0.000908078521454989,0.008797010676595206,0.0010215883366368626,0.02599374767664906,0.0006810588910912417,0.1413764748090236,0.0007378137986821786,0.003802578808592766,0.0014756275973643572,0.003802578808592766,0.07139767374939851,0.3415510338822577,0.0014756275973643572,0.10624518701023371,0.4841761166582819,0.0016458923201371676,0.04710657330047755,0.006413304557775859,0.0030647650099105877,0.00034052944554562086,0.008797010676595206,0.01299687383832453,0.002610725749183093,0.021793884514919735,0.01049965790432331,0.008399726323458648,0.09727791161086569,0.0029512551947287143,0.0067538340033214805,0.0007945687062731153,0.0006810588910912417,0.00499443186800244,0.056300868330209315,0.009364559752504574,0.0007945687062731153,0.011861775686505793,0.00011350981518187362,0.006243039835003049,0.011861775686505793,0.026958581105694986,0.004597147514865882,0.0025539708415921567,0.1426250827760242,0.001759402135319041,0.01333740328387015,0.01333740328387015,0.03723121937965455,0.00034052944554562086,0.00034052944554562086,0.0028377453795468406,0.00028377453795468404,0.00028377453795468404
