aac,afghani,aioli,ale,aloo,amritsari,angara,anim,atom,bacon,bageecha,bbq,beast,bellpepp,bite,bomb,bone,boneless,bread,breast,brocolli,browni,burger,butter,cafreal,carribean,chees,cheesi,chicken,chilli,chocol,classic,coleslaw,combo,cou,cripser,crisper,crush,desi,dip,dirti,doubl,dynamit,fresh,fri,garlic,ghostbust,ginger,green,grill,grlld,gud,harisa,harissa,herb,honey,ice,india,indian,jamaican,jerk,kabuli,ketchup,korean,krisper,lemon,lime,load,makhani,malai,malvani,margherita,masala,mayo,mayonnais,melt,mint,mojito,mozzarella,murgh,mushroom,mustard,mutton,non,og,omelett,onion,ooh,paneer,papad,pc,peach,peanut,pepperoni,peri,pico,pide,pizza,pork,potato,quarter,raw,red,rice,ring,salsa,salt,sauc,sauci,seekh,shikanji,signatur,slaw,slider,smash,smoki,soda,special,spinach,steak,strip,sumac,tangdi,tea,tender,tenderloin,tiger,tipsi,trippl,tuk,tuki,veg,veget,veri,walnut
0.030967686721483367,0.0008415132261272654,0.010434764003978091,0.003927061721927238,0.00033660529045090613,0.09711062629508642,0.08263659880569746,0.029565164677937922,0.0008415132261272654,0.007124811981210847,0.11506290845246808,0.05565207468788315,0.0076858207986290235,0.011556781638814444,0.0008415132261272654,0.0008415132261272654,0.1518650868751005,0.01284710191887625,0.14165472639808968,0.012286093101458074,0.0004488070539345415,0.00028050440870908843,0.031079888484967,0.003983162603669056,0.001795228215738166,0.0015708246887708953,0.10849910528867542,0.04207566130636327,0.5184282481761373,0.06300129019606127,0.004039263485410874,0.01795228215738166,0.0015708246887708953,0.001626925570512713,0.00033660529045090613,0.008471233143014472,0.03450204227121788,0.00072931146264363,0.009817654304818096,0.001065916753094536,0.006676004927276305,0.0005049079356763593,0.0012903202800618068,0.00925664548739992,0.21380046031806724,0.15208949040206776,0.014025220435454422,0.003927061721927238,0.0024123379148981608,0.2934076115097065,0.0005610088174181769,0.00802242608907993,0.0023001361514145254,0.0020757326244472546,0.037082682831341494,0.0006732105809018123,0.002524539678381796,0.0004488070539345415,0.01873769450176711,0.14053270876325333,0.0015708246887708953,0.026143010891687045,5.610088174181769e-05,0.0018513290974799838,0.0014025220435454422,0.00291724585057452,0.00925664548739992,0.0059466934646326755,0.054025149117370434,0.00802242608907993,0.00033660529045090613,0.049256574169315934,0.05026639004066865,0.00437586877586178,0.0019074299792218015,0.13312739237333338,0.00016830264522545307,0.001065916753094536,0.017840080393898027,0.09711062629508642,0.03427763874425061,0.0006732105809018123,0.025918607364719775,0.000897614107869083,0.008695636669981742,0.0010098158713527186,0.0256942038377525,0.0006732105809018123,0.13974729641886788,0.00072931146264363,0.0037587590767017855,0.00145862292528726,0.0037587590767017855,0.07057490923120666,0.3376151063222589,0.00145862292528726,0.10502085062068271,0.4785966221394467,0.001626925570512713,0.04656373184570869,0.0063393996368254,0.0030294476140581552,0.00033660529045090613,0.008695636669981742,0.01284710191887625,0.0025806405601236137,0.021542738588857992,0.010378663122236273,0.008302930497789018,0.09615691130547552,0.00291724585057452,0.006676004927276305,0.0007854123443854477,0.0006732105809018123,0.0049368775932799565,0.05565207468788315,0.00925664548739992,0.0007854123443854477,0.011725084284039898,0.00011220176348363538,0.006171096991599946,0.011725084284039898,0.031192090248450637,0.002524539678381796,0.14098151581718785,0.0017391273339963484,0.013183707209327157,0.013183707209327157,0.036802178422632406,0.00033660529045090613,0.00033660529045090613,0.0028050440870908844,0.00028050440870908843,0.00011220176348363538,0.00028050440870908843
